cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-1573,n/a,n/a,PUBLISHED,The csnStreamDissector function in epan/dissectors/packet-csn1.c in the CSN.1 dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly handle a large number of padding bits; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1574,n/a,n/a,PUBLISHED,The dissect_bthci_eir_ad_data function in epan/dissectors/packet-bthci_cmd.c in the Bluetooth HCI dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 uses an incorrect data type for a counter variable; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1575,n/a,n/a,PUBLISHED,The dissect_r3_cmd_alarmconfigure function in epan/dissectors/packet-assa_r3.c in the R3 dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly handle a certain alarm length; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1576,n/a,n/a,PUBLISHED,The dissect_sdp_media_attribute function in epan/dissectors/packet-sdp.c in the SDP dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly process crypto-suite parameters; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1577,n/a,n/a,PUBLISHED,The dissect_sip_p_charging_func_addresses function in epan/dissectors/packet-sip.c in the SIP dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly handle offset data associated with a quoted string; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1578,n/a,n/a,PUBLISHED,The dissect_pw_eth_heuristic function in epan/dissectors/packet-pw-eth.c in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly handle apparent Ethernet address values at the beginning of MPLS data; which allows remote attackers to cause a denial of service (loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1579,n/a,n/a,PUBLISHED,The rtps_util_add_bitmap function in epan/dissectors/packet-rtps.c in the RTPS dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly implement certain nested loops for processing bitmap data; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1580,n/a,n/a,PUBLISHED,The dissect_cmstatus_tlv function in plugins/docsis/packet-cmstatus.c in the DOCSIS CM-STATUS dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 uses an incorrect data type for a position variable; which allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1581,n/a,n/a,PUBLISHED,The dissect_pft_fec_detailed function in epan/dissectors/packet-dcp-etsi.c in the DCP-ETSI dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly handle fragment gaps; which allows remote attackers to cause a denial of service (loop) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1582,n/a,n/a,PUBLISHED,The dissect_clnp function in epan/dissectors/packet-clnp.c in the CLNP dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly manage an offset variable; which allows remote attackers to cause a denial of service (infinite loop or application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1583,n/a,n/a,PUBLISHED,The dissect_version_4_primary_header function in epan/dissectors/packet-dtn.c in the DTN dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 accesses an inappropriate pointer; which allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1584,n/a,n/a,PUBLISHED,The dissect_version_5_and_6_primary_header function in epan/dissectors/packet-dtn.c in the DTN dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 accesses an inappropriate pointer; which allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1585,n/a,n/a,PUBLISHED,epan/tvbuff.c in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly validate certain length values for the MS-MMC dissector; which allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1586,n/a,n/a,PUBLISHED,The fragment_set_tot_len function in epan/reassemble.c in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 does not properly determine the length of a reassembled packet for the DTLS dissector; which allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1587,n/a,n/a,PUBLISHED,The dissect_rohc_ir_packet function in epan/dissectors/packet-rohc.c in the ROHC dissector in Wireshark 1.8.x before 1.8.5 does not properly handle unknown profiles; which allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1588,n/a,n/a,PUBLISHED,Multiple buffer overflows in the dissect_pft_fec_detailed function in the DCP-ETSI dissector in epan/dissectors/packet-dcp-etsi.c in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 allow remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1589,n/a,n/a,PUBLISHED,Double free vulnerability in epan/proto.c in the dissection engine in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1590,n/a,n/a,PUBLISHED,Buffer overflow in the NTLMSSP dissector in Wireshark 1.6.x before 1.6.13 and 1.8.x before 1.8.5 allows remote attackers to cause a denial of service (application crash) via a malformed packet.,,,mitre,2013-02-03T01:00:00
CVE-2013-1591,n/a,n/a,PUBLISHED,Stack-based buffer overflow in libpixman; as used in Pale Moon before 15.4 and possibly other products; has unspecified impact and context-dependent attack vectors.  NOTE: this issue might be resultant from an integer overflow in the fast_composite_scaled_bilinear function in pixman-inlines.h; which triggers an infinite loop.,,,mitre,2013-01-31T23:00:00
CVE-2013-1592,n/a,n/a,PUBLISHED,A Buffer Overflow vulnerability exists in the Message Server service _MsJ2EE_AddStatistics() function when sending specially crafted SAP Message Server packets to remote TCP ports 36NN and/or 39NN in SAP NetWeaver 2004s; 7.01 SR1; 7.02 SP06; and 7.30 SP04; which could let a remote malicious user execute arbitrary code.,,,mitre,2020-01-23T18:58:44
CVE-2013-1593,n/a,n/a,PUBLISHED,A Denial of Service vulnerability exists in the WRITE_C function in the msg_server.exe module in SAP NetWeaver 2004s; 7.01 SR1; 7.02 SP06; and 7.30 SP04 when sending a crafted SAP Message Server packet to TCP ports 36NN and/or 39NN.,,,mitre,2020-01-23T19:46:38
CVE-2013-1594,n/a,n/a,PUBLISHED,An Information Disclosure vulnerability exists via a GET request in Vivotek PT7135 IP Camera 0300a and 0400a due to wireless keys and 3rd party credentials stored in clear text.,,,mitre,2020-01-24T16:59:42
CVE-2013-1595,n/a,n/a,PUBLISHED,A Buffer Overflow vulnerability exists in Vivotek PT7135 IP Camera 0300a and 0400a via a specially crafted packet in the Authorization header field sent to the RTSP service; which could let a remote malicious user execute arbitrary code or cause a Denial of Service.,,,mitre,2020-01-24T17:10:08
CVE-2013-1596,n/a,n/a,PUBLISHED,An Authentication Bypass Vulnerability exists in Vivotek PT7135 IP Camera 0300a and 0400a via specially crafted RTSP packets to TCP port 554.,,,mitre,2020-01-24T17:53:10
CVE-2013-1597,n/a,n/a,PUBLISHED,A Directory Traversal vulnerability exists in Vivotek PT7135 IP Cameras 0300a and 0400a via a specially crafted GET request; which could let a malicious user obtain user credentials.,,,mitre,2020-01-24T18:08:12
CVE-2013-1598,n/a,n/a,PUBLISHED,A Command Injection vulnerability exists in Vivotek PT7135 IP Cameras 0300a and 0400a via the system.ntp parameter to the farseer.out binary file; which cold let a malicious user execute arbitrary code.,,,mitre,2020-01-24T18:32:07
CVE-2013-1599,n/a,n/a,PUBLISHED,A Command Injection vulnerability exists in the /var/www/cgi-bin/rtpd.cgi script in D-Link IP Cameras DCS-3411/3430 firmware 1.02; DCS-5605/5635 1.01; DCS-1100L/1130L 1.04; DCS-1100/1130 1.03; DCS-1100/1130 1.04_US; DCS-2102/2121 1.05_RU; DCS-3410 1.02; DCS-5230 1.02; DCS-5230L 1.02; DCS-6410 1.00; DCS-7410 1.00; DCS-7510 1.00; and WCS-1100 1.02; which could let a remote malicious user execute arbitrary commands through the camera’s web interface.,,,mitre,2020-01-28T19:54:43
CVE-2013-1600,n/a,n/a,PUBLISHED,An Authentication Bypass vulnerability exists in upnp/asf-mp4.asf when streaming live video in D-Link TESCO DCS-2121 1.05_TESCO; TESCO DCS-2102 1.05_TESCO; DCS-2121 1.06_FR; 1.06; and 1.05_RU; DCS-2102 1.06_FR. 1.06; and 1.05_RU; which could let a malicious user obtain sensitive information.,,,mitre,2020-01-28T20:19:22
CVE-2013-1601,n/a,n/a,PUBLISHED,An Information Disclosure vulnerability exists due to a failure to restrict access on the lums.cgi script when processing a live video stream in D-LINK An Information Disclosure vulnerability exists due to a failure to restrict access on the lums.cgi script when processing a live video stream in D-LINK WCS-1100 1.02; TESCO DCS-2121 1.05_TESCO; TESCO DCS-2102 1.05_TESCO; DCS-7510 1.00; DCS-7410 1.00; DCS-6410 1.00; DCS-5635 1.01; DCS-5605 1.01; DCS-5230L 1.02; DCS-5230 1.02; DCS-3430 1.02; DCS-34,,,mitre,2020-01-28T20:50:37
CVE-2013-1602,n/a,n/a,PUBLISHED,An Information Disclosure vulnerability exists due to insufficient validation of authentication cookies for the RTSP session in D-Link DCS-5635 1.01; DCS-1100L 1.04; DCS-1130L 1.04; DCS-1100 1.03/1.04_US; DCS-1130 1.03/1.04_US ; DCS-2102 1.05_RU/1.06/1.06_FR/1.05_TESCO; DCS-2121 1.05_RU/1.06/1.06_FR/1.05_TESCO; DCS-3410 1.02; DCS-5230 1.02; DCS-5230L 1.02; DCS-6410 1.0; DCS-7410 1.0; DCS-7510 1.0; and WCS-1100 1.02; which could let a malicious user obtain unauthorized access to video streams.,,,mitre,2020-01-28T21:13:06
CVE-2013-1603,n/a,n/a,PUBLISHED,An Authentication vulnerability exists in D-LINK WCS-1100 1.02; TESCO DCS-2121 1.05_TESCO; TESCO DCS-2102 1.05_TESCO; DCS-7510 1.00; DCS-7410 1.00; DCS-6410 1.00; DCS-5635 1.01; DCS-5605 1.01; DCS-5230L 1.02; DCS-5230 1.02; DCS-3430 1.02; DCS-3411 1.02; DCS-3410 1.02; DCS-2121 1.06_FR; DCS-2121 1.06; DCS-2121 1.05_RU; DCS-2102 1.06_FR; DCS-2102 1.06; DCS-2102 1.05_RU; DCS-1130L 1.04; DCS-1130 1.04_US; DCS-1130 1.03; DCS-1100L 1.04; DCS-1100 1.04_US; and DCS-1100 1.03 due to hard-coded credential,,,mitre,2020-01-28T21:28:28
CVE-2013-1604,n/a,n/a,PUBLISHED,Directory traversal vulnerability in MayGion IP Cameras with firmware before 2013.04.22 (05.53) allows remote attackers to read arbitrary files via a .. (dot dot) in the default URI.,,,mitre,2014-03-25T14:00:00
CVE-2013-1605,n/a,n/a,PUBLISHED,Buffer overflow in MayGion IP Cameras with firmware before 2013.04.22 (05.53) allows remote attackers to execute arbitrary code via a long filename in a GET request.,,,mitre,2014-03-25T14:00:00
CVE-2013-1606,n/a,n/a,PUBLISHED,Buffer overflow in the ubnt-streamer RTSP service on the Ubiquiti UBNT AirCam with airVision firmware before 1.1.6 allows remote attackers to execute arbitrary code via a long rtsp: URI in a DESCRIBE request.,,,mitre,2022-10-03T16:14:49
CVE-2013-1607,n/a,n/a,PUBLISHED,Ruby PDFKit gem prior to 0.5.3 has a Code Execution Vulnerability,,,mitre,2020-02-11T17:31:21
CVE-2013-1608,symantec,n/a,PUBLISHED,Directory traversal vulnerability in the Management Console on the Symantec NetBackup (NBU) appliance 2.0.x allows remote attackers to read arbitrary files via unspecified vectors.,,,symantec,2022-10-03T16:14:47
CVE-2013-1609,symantec,n/a,PUBLISHED,Multiple unquoted Windows search path vulnerabilities in the (1) File Collector and (2) File PlaceHolder services in Symantec Enterprise Vault (EV) for File System Archiving before 9.0.4 and 10.x before 10.0.1 allow local users to gain privileges via a Trojan horse program.,,,symantec,2022-10-03T16:14:49
CVE-2013-1610,symantec,n/a,PUBLISHED,Unquoted Windows search path vulnerability in RDDService in Symantec PGP Desktop 10.0.x through 10.2.x and Symantec Encryption Desktop 10.3.0 before MP3 allows local users to gain privileges via a Trojan horse application in the %SYSTEMDRIVE% top-level directory.,,,symantec,2022-10-03T16:14:48
CVE-2013-1611,symantec,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in administrative-interface pages in the management console in Symantec Brightmail Gateway 9.5.x allow remote authenticated users to inject arbitrary web script or HTML via unspecified vectors.,,,symantec,2022-10-03T16:14:47
CVE-2013-1612,symantec,n/a,PUBLISHED,Buffer overflow in secars.dll in the management console in Symantec Endpoint Protection Manager (SEPM) 12.1.x before 12.1.3; and Symantec Endpoint Protection Center (SPC) Small Business Edition 12.0.x; allows remote attackers to execute arbitrary code via unspecified vectors.,,,symantec,2022-10-03T16:14:48
CVE-2013-1613,symantec,n/a,PUBLISHED,SQL injection vulnerability in the management console (aka Java console) on the Symantec Security Information Manager (SSIM) appliance 4.7.x and 4.8.x before 4.8.1 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,,,symantec,2022-10-03T16:14:47
CVE-2013-1614,symantec,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in the management console (aka Java console) on the Symantec Security Information Manager (SSIM) appliance 4.7.x and 4.8.x before 4.8.1 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,,,symantec,2022-10-03T16:14:49
CVE-2013-1615,symantec,n/a,PUBLISHED,The management console (aka Java console) on the Symantec Security Information Manager (SSIM) appliance 4.7.x and 4.8.x before 4.8.1 allows remote attackers to obtain sensitive information via unspecified web-GUI API calls.,,,symantec,2022-10-03T16:14:48
CVE-2013-1616,symantec,n/a,PUBLISHED,The management console on the Symantec Web Gateway (SWG) appliance before 5.1.1 allows remote attackers to execute arbitrary commands by injecting a command into an application script.,,,symantec,2013-07-31T15:00:00
CVE-2013-1617,symantec,n/a,PUBLISHED,Multiple SQL injection vulnerabilities in the management console on the Symantec Web Gateway (SWG) appliance before 5.1.1 allow remote authenticated administrators to execute arbitrary SQL commands via unspecified vectors.,,,symantec,2013-07-31T15:00:00
CVE-2013-1618,n/a,n/a,PUBLISHED,The TLS implementation in Opera before 12.13 does not properly consider timing side-channel attacks on a MAC check operation during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; a related issue to CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1619,n/a,n/a,PUBLISHED,The TLS implementation in GnuTLS before 2.12.23; 3.0.x before 3.0.28; and 3.1.x before 3.1.7 does not properly consider timing side-channel attacks on a noncompliant MAC check operation during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; a related issue to CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1620,n/a,n/a,PUBLISHED,The TLS implementation in Mozilla Network Security Services (NSS) does not properly consider timing side-channel attacks on a noncompliant MAC check operation during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; a related issue to CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1621,n/a,n/a,PUBLISHED,Array index error in the SSL module in PolarSSL before 1.2.5 might allow remote attackers to cause a denial of service via vectors involving a crafted padding-length value during validation of CBC padding in a TLS session; a different vulnerability than CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1622,,,REJECTED,,,,mitre,2013-02-08T19:00:00
CVE-2013-1623,n/a,n/a,PUBLISHED,The TLS and DTLS implementations in wolfSSL CyaSSL before 2.5.0 do not properly consider timing side-channel attacks on a noncompliant MAC check operation during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; a related issue to CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1624,n/a,n/a,PUBLISHED,The TLS implementation in the Bouncy Castle Java library before 1.48 and C# library before 1.8 does not properly consider timing side-channel attacks on a noncompliant MAC check operation during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; a related issue to CVE-2013-0169.,,,mitre,2013-02-08T19:00:00
CVE-2013-1627,icscert,n/a,PUBLISHED,Absolute path traversal vulnerability in NTWebServer.exe in Indusoft Studio 7.0 and earlier and Advantech Studio 7.0 and earlier allows remote attackers to read arbitrary files via a full pathname in an argument to the sub_401A90 CreateFileW function.,,,icscert,2022-10-03T16:14:47
CVE-2013-1628,icscert,,REJECTED,,,,icscert,2017-03-15T18:00:00
CVE-2013-1629,n/a,n/a,PUBLISHED,"pip before 1.3 uses HTTP to retrieve packages from the PyPI repository; and does not perform integrity checks on package contents; which allows man-in-the-middle attackers to execute arbitrary code via a crafted response to a ""pip install"" operation.",,,mitre,2022-10-03T16:14:49
CVE-2013-1630,n/a,n/a,PUBLISHED,pyshop before 0.7.1 uses HTTP to retrieve packages from the PyPI repository; and does not perform integrity checks on package contents; which allows man-in-the-middle attackers to execute arbitrary code via a crafted response to a download operation.,,,mitre,2022-10-03T16:14:48
CVE-2013-1631,n/a,n/a,PUBLISHED,Verax NMS prior to 2.1.0 leaks connection details when any user executes a Repair Table action,,,mitre,2020-01-30T13:31:24
CVE-2013-1633,n/a,n/a,PUBLISHED,easy_install in setuptools before 0.7 uses HTTP to retrieve packages from the PyPI repository; and does not perform integrity checks on package contents; which allows man-in-the-middle attackers to execute arbitrary code via a crafted response to the default use of the product.,,,mitre,2022-10-03T16:14:47
CVE-2013-1634,n/a,n/a,PUBLISHED,A denial of service vulnerability exists in some motherboard implementations of Intel e1000e/82574L network controller devices through 2013-02-06 where the device can be brought into a non-processing state when parsing 32 hex; 33 hex; or 34 hex byte values at the 0x47f offset. NOTE: A followup statement from Intel suggests that the root cause of this issue was an incorrectly configured EEPROM image.,,,mitre,2020-02-13T21:15:37
CVE-2013-1635,n/a,n/a,PUBLISHED,ext/soap/soap.c in PHP before 5.3.22 and 5.4.x before 5.4.13 does not validate the relationship between the soap.wsdl_cache_dir directive and the open_basedir directive; which allows remote attackers to bypass intended access restrictions by triggering the creation of cached SOAP WSDL files in an arbitrary directory.,,,mitre,2013-03-06T11:00:00
CVE-2013-1636,n/a,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in open-flash-chart.swf in Open Flash Chart (aka Open-Flash Chart); as used in the Pretty Link Lite plugin before 1.6.3 for WordPress; JNews (com_jnews) component 8.0.1 for Joomla!; and CiviCRM 3.1.0 through 4.2.9 and 4.3.0 through 4.3.3; allows remote attackers to inject arbitrary web script or HTML via the get-data parameter.,,,mitre,2014-03-12T14:00:00
CVE-2013-1637,n/a,n/a,PUBLISHED,Opera before 12.13 allows remote attackers to execute arbitrary code via vectors involving DOM events.,,,mitre,2013-02-08T11:00:00
CVE-2013-1638,n/a,n/a,PUBLISHED,Opera before 12.13 allows remote attackers to execute arbitrary code via crafted clipPaths in an SVG document.,,,mitre,2013-02-08T11:00:00
CVE-2013-1639,n/a,n/a,PUBLISHED,Opera before 12.13 does not send CORS preflight requests in all required cases; which allows remote attackers to bypass a CSRF protection mechanism via a crafted web site that triggers a CORS request.,,,mitre,2013-02-08T11:00:00
CVE-2013-1640,n/a,n/a,PUBLISHED,The (1) template and (2) inline_template functions in the master server in Puppet before 2.6.18; 2.7.x before 2.7.21; and 3.1.x before 3.1.1; and Puppet Enterprise before 1.2.7 and 2.7.x before 2.7.2 allows remote authenticated users to execute arbitrary code via a crafted catalog request.,,,mitre,2013-03-20T16:00:00
CVE-2013-1641,n/a,n/a,PUBLISHED,Directory traversal vulnerability in the zip download functionality in QuiXplorer before 2.5.5 allows remote attackers to read arbitrary files via a .. (dot dot) in the selitems[] parameter in a download_selected action to index.php.,,,mitre,2014-10-26T17:00:00
CVE-2013-1642,n/a,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in QuiXplorer before 2.5.5 allow remote attackers to inject arbitrary web script or HTML via the (1) dir; (2) item; (3) order; (4) searchitem; (5) selitems[]; or (6) srt parameter to index.php or (7) the QUERY_STRING to index.php.,,,mitre,2020-01-02T20:18:34
CVE-2013-1643,n/a,n/a,PUBLISHED,The SOAP parser in PHP before 5.3.23 and 5.4.x before 5.4.13 allows remote attackers to read arbitrary files via a SOAP WSDL file containing an XML external entity declaration in conjunction with an entity reference; related to an XML External Entity (XXE) issue in the soap_xmlParseFile and soap_xmlParseMemory functions.  NOTE: this vulnerability exists because of an incorrect fix for CVE-2013-1824.,,,mitre,2013-03-06T11:00:00
CVE-2013-1645,n/a,n/a,PUBLISHED,Directory traversal vulnerability in Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the publication template path.,,,mitre,2022-10-03T16:14:50
CVE-2013-1646,n/a,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 allow remote attackers to inject arbitrary web script or HTML via (1) invalid JSON data in a mail-sending POST request; (2) an arbitrary parameter to servlet/TestServlet; (3) a javascript: URL in a standalone-mode action to a UWA module; (4) an infostore attachment; (5) JavaScript code in a contact image; (6) an RSS feed; or (7) a signature.,,,mitre,2022-10-03T16:14:48
CVE-2013-1647,n/a,n/a,PUBLISHED,Multiple CRLF injection vulnerabilities in Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 allow remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via a crafted parameter; as demonstrated by (1) the location parameter to ajax/redirect or (2) multiple infostore URIs.,,,mitre,2022-10-03T16:14:47
CVE-2013-1648,n/a,n/a,PUBLISHED,"The Subscriptions feature in Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 does not properly validate the publication-source URL; which allows remote authenticated users to trigger arbitrary outbound TCP traffic via a crafted Source field; as demonstrated by (1) an ftp: URL; (2) a gopher: URL; or (3) an http://127.0.0.1/ URL; related to a ""Server-side request forging (SSRF)"" issue.",,,mitre,2022-10-03T16:14:48
CVE-2013-1649,n/a,n/a,PUBLISHED,Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 uses the crypt and SHA-1 algorithms for password hashing; which makes it easier for context-dependent attackers to obtain cleartext passwords via a brute-force attack.,,,mitre,2022-10-03T16:14:47
CVE-2013-1650,n/a,n/a,PUBLISHED,"Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 uses weak permissions (group ""other"" readable) under opt/open-xchange/etc/; which allows local users to obtain sensitive information via standard filesystem operations.",,,mitre,2022-10-03T16:14:47
CVE-2013-1651,n/a,n/a,PUBLISHED,OXUpdater in Open-Xchange Server before 6.20.7 rev14; 6.22.0 before rev13; and 6.22.1 before rev14 does not verify X.509 certificates from SSL servers; which allows man-in-the-middle attackers to spoof update servers and install arbitrary software via a crafted certificate.,,,mitre,2022-10-03T16:14:49
CVE-2013-1652,n/a,n/a,PUBLISHED,Puppet before 2.6.18; 2.7.x before 2.7.21; and 3.1.x before 3.1.1; and Puppet Enterprise before 1.2.7 and 2.7.x before 2.7.2 allows remote authenticated users with a valid certificate and private key to read arbitrary catalogs or poison the master's cache via unspecified vectors.,,,mitre,2013-03-20T16:00:00
CVE-2013-1653,n/a,n/a,PUBLISHED,"Puppet before 2.6.18; 2.7.x before 2.7.21; and 3.1.x before 3.1.1; and Puppet Enterprise before 1.2.7 and 2.7.x before 2.7.2; when listening for incoming connections is enabled and allowing access to the ""run"" REST endpoint is allowed; allows remote authenticated users to execute arbitrary code via a crafted HTTP request.",,,mitre,2013-03-20T16:00:00
CVE-2013-1654,n/a,n/a,PUBLISHED,Puppet 2.7.x before 2.7.21 and 3.1.x before 3.1.1; and Puppet Enterprise 2.7.x before 2.7.2; does not properly negotiate the SSL protocol between client and master; which allows remote attackers to conduct SSLv2 downgrade attacks against SSLv3 sessions via unspecified vectors.,,,mitre,2013-03-20T16:00:00
CVE-2013-1655,n/a,n/a,PUBLISHED,"Puppet 2.7.x before 2.7.21 and 3.1.x before 3.1.1; when running Ruby 1.9.3 or later; allows remote attackers to execute arbitrary code via vectors related to ""serialized attributes.""",,,mitre,2013-03-20T16:00:00
CVE-2013-1656,n/a,n/a,PUBLISHED,Spree Commerce 1.0.x through 1.3.2 allows remote authenticated administrators to instantiate arbitrary Ruby objects and execute arbitrary commands via the (1) payment_method parameter to core/app/controllers/spree/admin/payment_methods_controller.rb; and the (2) promotion_action parameter to promotion_actions_controller.rb; (3) promotion_rule parameter to promotion_rules_controller.rb; and (4) calculator_type parameter to promotions_controller.rb in promo/app/controllers/spree/admin/; related to,,,mitre,2013-03-08T18:00:00
CVE-2013-1659,n/a,n/a,PUBLISHED,VMware vCenter Server 4.0 before Update 4b; 5.0 before Update 2; and 5.1 before 5.1.0b; VMware ESXi 3.5 through 5.1; and VMware ESX 3.5 through 4.1 do not properly implement the Network File Copy (NFC) protocol; which allows man-in-the-middle attackers to execute arbitrary code or cause a denial of service (memory corruption) by modifying the client-server data stream.,,,mitre,2022-10-03T16:14:47
CVE-2013-1660,vmware,,REJECTED,,,,vmware,2017-05-11T14:01:00
CVE-2013-1661,n/a,n/a,PUBLISHED,VMware ESXi 4.0 through 5.1; and ESX 4.0 and 4.1; does not properly implement the Network File Copy (NFC) protocol; which allows man-in-the-middle attackers to cause a denial of service (unhandled exception and application crash) by modifying the client-server data stream.,,,mitre,2022-10-03T16:14:49
CVE-2013-1662,n/a,n/a,PUBLISHED,vmware-mount in VMware Workstation 8.x and 9.x and VMware Player 4.x and 5.x; on systems based on Debian GNU/Linux; allows host OS users to gain host OS privileges via a crafted lsb_release binary in a directory in the PATH; related to use of the popen library function.,,,mitre,2022-10-03T16:14:48
CVE-2013-1664,n/a,n/a,PUBLISHED,The XML libraries for Python 3.4; 3.3; 3.2; 3.1; 2.7; and 2.6; as used in OpenStack Keystone Essex; Folsom; and Grizzly; Compute (Nova) Essex and Folsom; Cinder Folsom; Django; and possibly other products allow remote attackers to cause a denial of service (resource consumption and crash) via an XML Entity Expansion (XEE) attack.,,,mitre,2013-04-03T00:00:00
CVE-2013-1665,n/a,n/a,PUBLISHED,The XML libraries for Python 3.4; 3.3; 3.2; 3.1; 2.7; and 2.6; as used in OpenStack Keystone Essex and Folsom; Django; and possibly other products allow remote attackers to read arbitrary files via an XML external entity declaration in conjunction with an entity reference; aka an XML External Entity (XXE) attack.,,,mitre,2013-04-03T00:00:00
CVE-2013-1666,n/a,n/a,PUBLISHED,Foswiki before 1.1.8 contains a code injection vulnerability in the MAKETEXT macro.,,,mitre,2019-11-01T16:48:00
CVE-2013-1667,n/a,n/a,PUBLISHED,The rehash mechanism in Perl 5.8.2 through 5.16.x allows context-dependent attackers to cause a denial of service (memory consumption and crash) via a crafted hash key.,,,mitre,2013-03-12T16:00:00
